Genotype,Date,Plant ,Slide,Image,SC length,,,,,Stage,good trace?,foci count,foci per chromosome,comments,quality
Col-0,27.2.20,1,1,16,70.3587,,,,,,y,,,,
Col-0,27.2.20,1,1,16,37.4732,,,,,,y,,,,
Col-0,27.2.20,1,1,16,40.2762,,,,,,y,,,,
Col-0,27.2.20,1,1,17,39.8303,,,,,mid,y,,,,
Col-0,27.2.20,1,1,17,57.7994,,,,,,y,,,,
Col-0,27.2.20,1,1,17,53.8735,,,,,,y,,,,
Col-0,27.2.20,1,1,17,44.6999,,,,,,y,,,,
Col-0,27.2.20,1,1,17,38.6404,,,,,,y,,,,
Col-0,27.2.20,2,1,2,35.1842,,,,,late/mid,n,,3,or 4,0
Col-0,27.2.20,2,1,2,54.1388,,,,,,n,,3,or 4,0
Col-0,27.2.20,2,1,2,44.0461,,,,,,n,,3,,0
Col-0,27.2.20,2,1,2,35.2514,,,,,,y,,2,,1
Col-0,27.2.20,2,1,2,55.142,,,,,,n,,2,,0
Col-0,27.2.20,2,1,4,44.2658,,,,,mid,n,,,,
Col-0,27.2.20,2,1,4,42.205,,,,,,y,,,,
Col-0,27.2.20,2,1,4,49.6791,,,,,,n,,,,
Col-0,27.2.20,2,1,4,31.0223,,,,,,n,,,,
Col-0,27.2.20,2,1,4,29.515,,,,,,y,,,,
Col-0,27.2.20,2,1,7,52.6278,,,,,,y,,4,hairpin,0
Col-0,27.2.20,2,1,7,46.9284,,,,,,y,,1,,1
Col-0,27.2.20,2,1,7,59.7749,,,,,,y,,4,or 3,1
Col-0,27.2.20,2,1,7,36.7105,,,,,,y,,1,invading focus,0
Col-0,27.2.20,2,1,7,37.6698,,,,,,y,,2,,1
Col-0,27.2.20,2,1,8,39.3068,,,,,late/mid,y,,,,
Col-0,27.2.20,2,1,8,54.229,,,,,,y,,,,
Col-0,27.2.20,2,1,8,33.827,,,,,,y,,,,
Col-0,27.2.20,2,1,8,38.3644,,,,,,y,,,,
Col-0,27.2.20,2,1,8,50.6188,,,,,,n,,,,
Col-0,27.2.20,2,1,9,74.8229,,,,,late,y,,3,,1
Col-0,27.2.20,2,1,9,42.3162,,,,,,y,,2,,1
Col-0,27.2.20,2,1,9,45.0363,,,,,,n,,3,,0
Col-0,27.2.20,2,1,9,37.2368,,,,,,y,,2,,1
Col-0,27.2.20,2,1,9,56.7371,,,,,,n,,2,,0
Col-0,27.2.20,2,1,10,40.653,,,,,late,y,,2,,1
Col-0,27.2.20,2,1,10,58.2834,,,,,,y,,3,,1
Col-0,27.2.20,2,1,10,58.9109,,,,,,y,,2,,1
Col-0,27.2.20,2,1,10,45.4101,,,,,,y,,4,hairpin,0
Col-0,27.2.20,2,1,10,40.6428,,,,,,y,,1,,1
Col-0,27.2.20,2,1,11,39.954,,,,,late/mid,y,,,,
Col-0,27.2.20,2,1,11,44.8449,,,,,,y,,,,
Col-0,27.2.20,2,1,11,36.5029,,,,,,y,,,,
Col-0,27.2.20,2,1,11,59.4098,,,,,,y,,,,
Col-0,27.2.20,2,1,11,53.2105,,,,,,y,,,,
Col-0,27.2.20,2,1,13,35.9519,,,,,mid,y,,,,
Col-0,27.2.20,2,1,13,58.5098,,,,,,n,,,,
Col-0,27.2.20,2,1,13,54.5779,,,,,,n,,,,
Col-0,27.2.20,2,1,13,38.6002,,,,,,y,,,,
Col-0,27.2.20,2,1,13,43.5866,,,,,,n,,,,
Col-0,27.2.20,2,1,14,32.4264,,,,,mid,y,,,,
Col-0,27.2.20,2,1,14,32.8429,,,,,,y,,,,
Col-0,27.2.20,2,1,14,48.8561,,,,,,y,,,,
Col-0,27.2.20,2,1,14,35.2919,,,,,,n,,,,
Col-0,27.2.20,2,1,14,41.6502,,,,,,n,,,,
Col-0,27.2.20,3,1,2,54.1712,,,,,late,y,,3,,1
Col-0,27.2.20,3,1,2,63.1445,,,,,,y,,2,invading focus,1
Col-0,27.2.20,3,1,2,44.6998,,,,,,y,,3,,1
Col-0,27.2.20,3,1,2,37.1876,,,,,,n,,2,,0
Col-0,27.2.20,3,1,2,42.2719,,,,,,y,,3,,1
Col-0,27.2.20,3,1,3,35.1546,,,,,late,y,,1,,1
Col-0,27.2.20,3,1,3,39.9665,,,,,,y,,2,,1
Col-0,27.2.20,3,1,3,37.8011,,,,,,y,,2,,1
Col-0,27.2.20,3,1,3,58.9112,,,,,,y,,3,,1
Col-0,27.2.20,3,1,3,43.2304,,,,,,y,,2,,1
Col-0,27.2.20,3,1,4,53.7262,,,,,late,y,,2,,1
Col-0,27.2.20,3,1,4,41.5017,,,,,,y,,3,,1
Col-0,27.2.20,3,1,4,37.6833,,,,,,y,,2,,1
Col-0,27.2.20,3,1,4,58.8241,,,,,,y,,3,,1
Col-0,27.2.20,3,1,4,41.3106,,,,,,y,,2,,1
Col-0,27.2.20,3,1,5,47.9029,,,,,late,y,,2,,1
Col-0,27.2.20,3,1,5,36.3312,,,,,,y,,1,noisy,1
Col-0,27.2.20,3,1,5,32.2455,,,,,,y,,2,noisy,1
Col-0,27.2.20,3,1,5,32.113,,,,,,y,,2,,1
Col-0,27.2.20,3,1,5,43.417,,,,,,y,,1,noisy,1
Col-0,27.2.20,3,1,7,51.7024,,,,,late,y,,1,,1
Col-0,27.2.20,3,1,7,42.5268,,,,,,y,,2,,1
Col-0,27.2.20,3,1,7,41.5473,,,,,,y,,2,,1
Col-0,27.2.20,3,1,7,37.982,,,,,,y,,1,,1
Col-0,27.2.20,3,1,7,57.1832,,,,,,y,,2,noisy,1
Col-0,27.2.20,3,1,10,47.5337,,,,,late,n,,3,,0
Col-0,27.2.20,3,1,10,48.2207,,,,,,n,,1,,0
Col-0,27.2.20,3,1,10,77.6487,,,,,,n,,2,or 3,0
Col-0,27.2.20,3,1,10,47.463,,,,,,y,,2,,1
Col-0,27.2.20,3,1,10,58.3395,,,,,,n,,2,,0
Col-0,27.2.20,3,1,12,71.6093,,,,,mid,y,,,,
Col-0,27.2.20,3,1,12,70.8901,,,,,,n,,,,
Col-0,27.2.20,3,1,12,56.8268,,,,,,y,,,,
Col-0,27.2.20,3,1,12,47.0139,,,,,,y,,,,
Col-0,27.2.20,3,1,12,51.0251,,,,,,y,,,,
Col-0,27.2.20,3,1,13,66.4789,,,,,mid,y,,,,
Col-0,27.2.20,3,1,13,53.6776,,,,,,n,,,,
Col-0,27.2.20,3,1,13,89.6285,,,,,,n,,,,
Col-0,27.2.20,3,1,13,53.2352,,,,,,y,,,,
Col-0,27.2.20,3,1,13,76.6194,,,,,,y,,,,
Col-0,27.2.20,3,1,14,44.0523,,,,,early,y,,,,
Col-0,27.2.20,3,1,14,58.6815,,,,,,y,,,,
Col-0,27.2.20,3,1,14,43.4697,,,,,,y,,,,
Col-0,27.2.20,3,1,14,44.1289,,,,,,n,,,,
Col-0,27.2.20,3,1,14,68.5565,,,,,,n,,,,
Col-0,27.2.20,4,1,4,35.0231,,,,,mid/late,y,,3,,
Col-0,27.2.20,4,1,4,48.6185,,,,,,y,,2,,
Col-0,27.2.20,4,1,4,43.4363,,,,,,y,,3,or 1,
Col-0,27.2.20,4,1,4,33.5331,,,,,,y,,1,,
Col-0,27.2.20,4,1,4,31.9024,,,,,,n,,2,or 3,
Col-0,27.2.20,4,1,7,48.9823,,,,,late/mid,y,,2,,1
Col-0,27.2.20,4,1,7,33.3687,,,,,,y,,2,invading focus,0
Col-0,27.2.20,4,1,7,36.8886,,,,,,n,,1,,0
Col-0,27.2.20,4,1,7,47.4493,,,,,,y,,4,,1
Col-0,27.2.20,4,1,7,39.2704,,,,,,y,,2,,1
Col-0,27.2.20,4,1,8,44.8583,,,,,late/mid,y,,2,,1
Col-0,27.2.20,4,1,8,53.4135,,,,,,y,,2,,1
Col-0,27.2.20,4,1,8,58.7502,,,,,,y,,4,,0
Col-0,27.2.20,4,1,8,67.6096,,,,,,n,,3,,0
Col-0,27.2.20,4,1,8,53.7824,,,,,,n,,2,,0
Col-0,27.2.20,4,1,9,39.0404,,,,,late/mid,y,,2,,1
Col-0,27.2.20,4,1,9,71.3488,,,,,,y,,5,,1
Col-0,27.2.20,4,1,9,40.6748,,,,,,y,,2,,1
Col-0,27.2.20,4,1,9,57.3572,,,,,,y,,4,invading focus,0
Col-0,27.2.20,4,1,9,39.9305,,,,,,y,,3,,1
Col-0,27.2.20,4,1,11,50.1627,,,,,mid,y,,,,
Col-0,27.2.20,4,1,11,46.9219,,,,,,y,,,,
Col-0,27.2.20,4,1,11,30.8686,,,,,,y,,,,
Col-0,27.2.20,4,1,11,28.6187,,,,,,y,,,,
Col-0,27.2.20,4,1,11,54.7562,,,,,,y,,,,
Col-0,27.2.20,4,1,12,48.2634,,,,,early,y,,,,
Col-0,27.2.20,4,1,12,55.1604,,,,,,y,,,,
Col-0,27.2.20,4,1,12,41.5905,,,,,,y,,,,
Col-0,27.2.20,4,1,12,40.7182,,,,,,y,,,,
Col-0,27.2.20,4,1,12,64.9179,,,,,,y,,,,
Col-0,25.2.20,1,1,1,50.937,,,,,late,y,,3,,1
Col-0,25.2.20,1,1,1,42.5385,,,,,,y,,2,,1
Col-0,25.2.20,1,1,1,37.0015,,,,,,y,,1,noisy,0
Col-0,25.2.20,1,1,1,48.0187,,,,,,y,,3,,1
Col-0,25.2.20,1,1,1,49.3793,,,,,,y,,3,,1
Col-0,25.2.20,1,1,3.1,36.0445,,,,,late,y,,3,noisy,0
Col-0,25.2.20,1,1,3.1,40.4219,,,,,,y,,2,,1
Col-0,25.2.20,1,1,3.1,43.9404,,,,,,y,,2,,1
Col-0,25.2.20,1,1,3.1,54.7643,,,,,,y,,3,noisy,1
Col-0,25.2.20,1,1,3.1,41.8602,,,,,,y,,2,,1
Col-0,25.2.20,1,1,3.2,38.1586,,,,,late,y,,2,,1
Col-0,25.2.20,1,1,3.2,35.9775,,,,,,y,,1,,1
Col-0,25.2.20,1,1,3.2,42.0319,,,,,,y,,2,,1
Col-0,25.2.20,1,1,3.2,52.6328,,,,,,y,,2,,1
Col-0,25.2.20,1,1,3.2,57.714,,,,,,y,,4,,1
Col-0,25.2.20,1,1,3.3,40.4414,,,,,late,y,,2,,1
Col-0,25.2.20,1,1,3.3,38.4467,,,,,,y,,2,,1
Col-0,25.2.20,1,1,3.3,60.8408,,,,,,y,,2,,1
Col-0,25.2.20,1,1,3.3,39.8996,,,,,,y,,2,,1
Col-0,25.2.20,1,1,3.3,52.942,,,,,,y,,3,,1
Col-0,25.2.20,1,1,4,35.4476,,,,,late,y,,3,,1
Col-0,25.2.20,1,1,4,44.0087,,,,,,y,,2,,1
Col-0,25.2.20,1,1,4,62.5373,,,,,,y,,3,,1
Col-0,25.2.20,1,1,4,71.1519,,,,,,n,,5,,0
Col-0,25.2.20,1,1,4,44.9642,,,,,,y,,2,,1
Col-0,25.2.20,1,1,5,32.3547,,,,,late,y,,2,,1
Col-0,25.2.20,1,1,5,42.1305,,,,,,y,,2,,1
Col-0,25.2.20,1,1,5,47.5099,,,,,,y,,4,,1
Col-0,25.2.20,1,1,5,30.6089,,,,,,y,,2,,1
Col-0,25.2.20,1,1,5,51.4252,,,,,,y,,2,,1
Col-0,25.2.20,1,1,7,72.3323,,,,,,n,,3,,0
Col-0,25.2.20,1,1,7,42.2061,,,,,,y,,3,,1
Col-0,25.2.20,1,1,7,52.873,,,,,,n,,3,,0
Col-0,25.2.20,1,1,7,38.2491,,,,,,y,,2,invading focus,0
Col-0,25.2.20,1,1,7,38.5086,,,,,,y,,2,,1
Col-0,25.2.20,1,1,11,44.4387,,,,,mid,y,,,,
Col-0,25.2.20,1,1,11,42.3971,,,,,,y,,,,
Col-0,25.2.20,1,1,11,50.3141,,,,,,y,,,,
Col-0,25.2.20,1,1,11,64.6084,,,,,,y,,,,
Col-0,25.2.20,1,1,11,57.4629,,,,,,y,,,,
Col-0,25.2.20,1,1,12,55.4966,,,,,mid,y,,,,
Col-0,25.2.20,1,1,12,35.9698,,,,,,y,,,,
Col-0,25.2.20,1,1,12,42.0488,,,,,,y,,,,
Col-0,25.2.20,1,1,12,41.5607,,,,,,y,,,,
Col-0,25.2.20,1,1,12,60.0132,,,,,,y,,,,
Col-0,25.2.20,2,1,2,54.9552,,,,,late/mid,y,,2,,1
Col-0,25.2.20,2,1,2,31.2564,,,,,,y,,1,,1
Col-0,25.2.20,2,1,2,40.751,,,,,,y,,3,invading focus,0
Col-0,25.2.20,2,1,2,27.1684,,,,,,y,,1,,1
Col-0,25.2.20,2,1,2,53.1708,,,,,,n,,2,or 3,0
Col-0,25.2.20,2,1,3,53.276,,,,,late/mid,y,,4,noisy,0
Col-0,25.2.20,2,1,3,49.7548,,,,,,y,,2,,1
Col-0,25.2.20,2,1,3,31.5666,,,,,,n,,2,,0
Col-0,25.2.20,2,1,3,34.0421,,,,,,y,,3,noisy,0
Col-0,25.2.20,2,1,3,43.9881,,,,,,n,,3,,1
Col-0,25.2.20,2,1,4,55.1639,,,,,late,y,,5,,1
Col-0,25.2.20,2,1,4,41.2145,,,,,,y,,2,,1
Col-0,25.2.20,2,1,4,37.3334,,,,,,y,,4,noisy,1
Col-0,25.2.20,2,1,4,34.9976,,,,,,y,,1,,1
Col-0,25.2.20,2,1,4,48.3538,,,,,,y,,3,,1
Col-0,25.2.20,2,1,5,51.369,,,,,mid/late,n,,,wrong paths,
Col-0,25.2.20,2,1,5,30.3165,,,,,,n,,,wrong paths,
Col-0,25.2.20,2,1,5,33.6155,,,,,,n,,,wrong paths,
Col-0,25.2.20,2,1,5,39.4287,,,,,,n,,,wrong paths,
Col-0,25.2.20,2,1,5,47.9233,,,,,,n,,,wrong paths,
Col-0,25.2.20,2,1,6,34.1657,,,,,mid/late,y,,,,
Col-0,25.2.20,2,1,6,59.9458,,,,,,n,,,,
Col-0,25.2.20,2,1,6,41.7624,,,,,,y,,,,
Col-0,25.2.20,2,1,6,35.547,,,,,,y,,,,
Col-0,25.2.20,2,1,6,52.1156,,,,,,y,,,,
Col-0,25.2.20,2,1,8,37.6537,,,,,mid,y,,,,
Col-0,25.2.20,2,1,8,61.9587,,,,,,y,,,,
Col-0,25.2.20,2,1,8,39.643,,,,,,y,,,,
Col-0,25.2.20,2,1,8,46.2196,,,,,,y,,,,
Col-0,25.2.20,2,1,8,55.0468,,,,,,y,,,,
Col-0,25.2.20,2,1,9,37.1795,,,,,late/mid,y,,,,
Col-0,25.2.20,2,1,9,45.4407,,,,,,y,,,,
Col-0,25.2.20,2,1,9,37.2761,,,,,,y,,,,
Col-0,25.2.20,2,1,9,52.5589,,,,,,y,,,,
Col-0,25.2.20,2,1,9,61.0965,,,,,,y,,,,
Col-0,25.2.20,2,1,10,49.9435,,,,,late/mid,y,,2,invading focus,0
Col-0,25.2.20,2,1,10,32.3175,,,,,,y,,2,noisy,1
Col-0,25.2.20,2,1,10,45.3175,,,,,,y,,2,,1
Col-0,25.2.20,2,1,10,37.1127,,,,,,y,,1,noisy,0
Col-0,25.2.20,2,1,10,31.4265,,,,,,y,,2,,1
Col-0,25.2.20,2,1,11,44.2059,,,,,mid,y,,,,
Col-0,25.2.20,2,1,11,65.6178,,,,,,y,,,,
Col-0,25.2.20,2,1,11,47.8152,,,,,,y,,,,
Col-0,25.2.20,2,1,11,57.2714,,,,,,y,,,,
Col-0,25.2.20,2,1,11,40.2713,,,,,,y,,,,
Col-0,25.2.20,2,1,12,40.7315,,,,,mid,y,,,,
Col-0,25.2.20,2,1,12,42.5113,,,,,,y,,,,
Col-0,25.2.20,2,1,12,47.7044,,,,,,y,,,,
Col-0,25.2.20,2,1,12,54.9841,,,,,,y,,,,
Col-0,25.2.20,2,1,12,68.1892,,,,,,y,,,,
Col-0,25.2.20,2,1,13.1,67.0244,,,,,mid/late,y,,,,
Col-0,25.2.20,2,1,13.1,73.7403,,,,,,y,,,,
Col-0,25.2.20,2,1,13.1,50.0622,,,,,,y,,,,
Col-0,25.2.20,2,1,13.1,40.732,,,,,,y,,,,
Col-0,25.2.20,2,1,13.1,56.9095,,,,,,y,,,,
Col-0,25.2.20,2,1,13.2,79.0737,,,,,,y,,,,
Col-0,25.2.20,2,1,13.2,42.3158,,,,,,y,,,,
Col-0,25.2.20,2,1,13.2,68.4007,,,,,,y,,,,
Col-0,25.2.20,2,1,13.2,36.7415,,,,,,y,,,,
Col-0,25.2.20,2,1,13.2,55.9832,,,,,,y,,,,
Col-0,25.2.20,2,1,14,36.111,,,,,mid/late,y,,,,
Col-0,25.2.20,2,1,14,36.5963,,,,,,y,,,,
Col-0,25.2.20,2,1,14,50.4899,,,,,,y,,,,
Col-0,25.2.20,2,1,14,41.1925,,,,,,y,,,,
Col-0,25.2.20,2,1,14,58.0485,,,,,,y,,,,
Col-0,25.2.20,2,1,15,53.8437,,,,,mid/late,y,,,,
Col-0,25.2.20,2,1,15,38.6981,,,,,,y,,,,
Col-0,25.2.20,2,1,15,48.4076,,,,,,y,,,,
Col-0,25.2.20,2,1,15,33.9748,,,,,,y,,,,
Col-0,25.2.20,2,1,15,32.9745,,,,,,y,,,,
